,description,location,retweetcount,text,date,hashtags
365,music n art slut,floormatgoon$,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:52:55+00:00,[]
366,Education grad student 🌹,,489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:52:56+00:00,[]
367,"Sheffield GP & Clinical Director Primary Care. Build high performing teams, partnering with public, for ⬆️ quality & experience. Open to challenge! Views my own",Sheffield,1,"@HorowitzKarin @pkonline84 @DeanEggitt We are v often too busy to go deep with people. It's a source of frustration &amp; burn out. Having to rush someone with depression? You can feel something inside you dying. Do you give longer, or meet the feedback of 'I can't get an appointment '. What a job. It can b beautiful too!",2022-04-30 16:52:58+00:00,[]
368,I don't know,,0,"@KProtein19 @Suburbhermit99 @marie_kate2 this was under the assumption that it was thought to be depression, your reply to the other person when they said he died from saving her from killing herself made me think you're thinking people who were depressed and saved should spend their life honouring the person.",2022-04-30 16:52:58+00:00,[]
369,"U of T Mississauga is the second-largest division of @UofT, Canada's largest university.","Mississauga, Ontario, Canada",3,"Physical sensations accompanying stressful situations can get intense. But @UTMPsychology prof @NormanFarb &amp; #UTSC psychology prof @ZindelSegal have found that keeping those sensations alive in the face of stress is critical for wellbeing. 

 🌅 https://t.co/wZgyvFdXIz https://t.co/73cKvEhngr",2022-04-30 16:52:59+00:00,['UTSC']
370,,Mississippi,438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:53:00+00:00,[]
371,"Pastor, husband, father, author & business consultant and trainer #MaritalBliss #OneMillionSouls #WinningStrategy FB & IG@huperjamesabraham Follow back","California, USA",0,"Do exploits and revival in Samaria. 
Samaria here I come. In the name of Jesus Christ the Son of God, believe the gospel, rise and walk, be free from every depression and oppression of the devil, be filled with the Holy Spirit. Let's go! https://t.co/6gg2VPVk4V",2022-04-30 16:53:00+00:00,[]
372,Redeemer Personality. Game Dev Artist with 30 years of industry experience. Interested in video games and everything!,"West Midlands, England",163,"Unforgivable, that is why @BorisJohnson needs to rule future ones out.
Not that we would comply anyway..

Show some balls Boris.
Don’t pander to the agenda driven scientists. 
https://t.co/bBxnTdlTjg",2022-04-30 16:53:00+00:00,[]
373,She/Her -This is a LGBTQIA+ supporting environment ❤️🧡💛💚💙💜#transrightsarehumanrights #blacklivesmatter #SayGay,,1,"You want me to be honest?! Okay I will. I’m in my mid 30’s and I suffer from severe depression and anxiety and spent most of life wishing I could end it!! LoT saved it! And now the cw has treated them so shitty, I’ve never had a greater reason to breathe!! 
#SaveLegendsOfTomorrow",2022-04-30 16:53:01+00:00,[]
374,"#MeToo #RedForEd #LGBTQ+ally #MS #BLM
#IStandWithUkraine 🇺🇦🌻 #ReproductiveRights ♿🌈🌵  #WearAMask 😷  #RealityWinnerIsAHero 🎃  #TransRightsAreHumanRights",AZ,1,"@leahmcelrath Geez, I used Wellbutrin to quit smoking. The generic name is Bupropion, and it is an amazing drug for that as well as an anti-depression and seasonal depression. Musk is a fucking idiot. He is the apotome of how access to money amplifies corruption",2022-04-30 16:53:01+00:00,[]
375,🧚🏽,Healing in a field 💛,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:53:02+00:00,[]
376,"Sheffield GP & Clinical Director Primary Care. Build high performing teams, partnering with public, for ⬆️ quality & experience. Open to challenge! Views my own",Sheffield,1,"@HorowitzKarin @pkonline84 @DeanEggitt We are v often too busy to go deep with people. It's a source of frustration &amp; burn out. Having to rush someone with depression? You can feel something inside you dying. Do you give longer, or meet the feedback of 'I can't get an appointment '. What a job. It can b beautiful too!",2022-04-30 16:53:02+00:00,[]
377,13 December |  | Proud Single ;) | DOCTOR 💉 Covid-19 Frontliner | Luv 2 travel | Tamil & English |Kalam sir   follower | தமிழன் | Daddy&mom&Bro😍♥ 😍 ||,"TN,India / ",158,"A medical student &amp; a patient, who had multiple episodes of depression during UG, finally cleared the exams. I asked him,what next?

He replied, sir no more entrance exams for me. I don't want to do PG.

I felt so happy at his maturity. 
If you don't do PG, that's perfectly ok.",2022-04-30 16:53:07+00:00,[]
378,"LSU grad, US Marine - Once a Marine, Always a Marine. 🇺🇸 Zuby’s Razor, Black & Strong, Let’s Go Brandon!","MD, OH, NY, FL, TN",0,"Biden is leading us from gross inflation, to a recession, to a Great Depression, but does that mean pablum puking liberals are going to stop supporting Biden? Nope. https://t.co/iFkvbGUpFK",2022-04-30 16:53:07+00:00,[]
379,"Truth, Justice 🌎🕊",,1,"Did you know Bromine can be found in non-organic strawberries, tomatoes, potatoes, citrus-flavored sodas/drinks, flour, &amp; baked goods? It is a depressant to the central nervous system ➡️ and can cause depression, fatigue, &amp; heart problems. #KnowWhatYouPutInYourMouth #NoBueno",2022-04-30 16:53:11+00:00,[]
380,,"Dallas, TX",0,"No kidding.  Talks only about the negative of him going through alcohol and depression, but never mentions the positive of dealing with it and being able to talk about it.  @IanRapport and owners suffering from small thinking. https://t.co/KhqEtFTebF",2022-04-30 16:53:15+00:00,[]
381,local milf (she/her),,0,I stopped taking birth control because it was making my depression worse but now I’m breaking out so much. There’s no winning 🥲,2022-04-30 16:53:15+00:00,[]
382,ig: artby.serenaa,she/her,0,@avin4shh Seasonal depression,2022-04-30 16:53:15+00:00,[]
383,founder of @fuwafuwa_bkk,,4,depression https://t.co/RgRIy3y3fw,2022-04-30 16:53:18+00:00,[]
384,fuck it we ball,,100,"A lot of young people are battling depression silently and it’s not even about relationships.
They just wanna survive, May God heal whatever is hurting you💜",2022-04-30 16:53:18+00:00,[]
385,"I have a weirdly low voice                                              
              
and I copied this bio from someone, if it was you, I'm sorry",,0,Depression,2022-04-30 16:53:18+00:00,[]
386,Bio,,0,don’t know why i’m so tried… maybe it’s the depression,2022-04-30 16:53:19+00:00,[]
387,"Black, GenX, Writer, Virgo, Witch/ATR, Tarot reader, Holy Fire II/Usui & Karuna Reiki, #BlackLivesMatter, human rights for all. Ashè!",,132,"This man-baby has neither the qualifications nor a minimal understanding of the use of psychotropic medications yet is dispensing advice to millions.

Wellbutrin is often used as an adjunctive rather than primary antidepressant for treatment resistant depression. It saves lives. https://t.co/pnxlclrENI",2022-04-30 16:53:20+00:00,[]
388,,,1005,"Elon Musk is making Twitter fun and lighthearted. The Left wants it to be a cesspool of depression, dopamine addiction, and virtue signaling. And they are not happy with the change.",2022-04-30 16:53:26+00:00,[]
389,"I’m actually quite funny, but no one here would ever know since I rarely post. I’m just here for the health policy. Opinions expressed here are my own.","Glen Allen, VA",0,"@bedford_hudson @Dallas_Holladay I had a cooper IUD because hormonal birth control options exacerbated my depression and anxiety. This was before the ACA and I worked for a catholic hospital, so my insurance didn’t cover birth control.  I had just had my second son and was about to start grad school, so IUD.",2022-04-30 16:53:28+00:00,[]
390,🐣🐥🦅,,2795,"Thoughts on the photo gallery feature? Make sure to download your exclusive in-app photos!

https://t.co/PiC0qiF31e

#JAYB_Mindset #JAYB https://t.co/ExuL85mI9G",2022-04-30 16:53:28+00:00,[]
391,"#Drug_design #Pharmacology #Technologies #Know_How
⚕️2004-2012-2021 Fascism not pass.","UA, Dogville +380(98)600-33-02",0,"@elonmusk These substances relieve depression, improve immunity, have recreational effects and do not cause addiction, and they are worth every cent they are worth. These essences create billions of dollars of markets, this is for gourmets and those who understand a little more than..",2022-04-30 16:53:32+00:00,[]
392,"CFC boy (Chelsea, Charlotte) 
Carolina sports fan, yogi","Barcelona, Spain",168,depression as a red flag lmao https://t.co/xc7EYCNtlo,2022-04-30 16:53:33+00:00,[]
393,Future CEO of an Architecture company,With Family ,0,"Depression, anxiety, adhd are not aesthetic. Don't create your own problem. Never self diagnose yourself.",2022-04-30 16:53:35+00:00,[]
394,Future CEO of an Architecture company,With Family ,0,I know some of u are stress. But that doesn't mean u have depression. Don't follow the trend. You can do better than this. You can fight. Never lose hope.,2022-04-30 16:53:35+00:00,[]
395,"AfD🇷🇺   oder   Deutschland🇩🇪!

#NoAfD

Don't care about followers. Follow at your own risk!

Parody/Fictional",Nordish by Nature,12,"1/ Russia's economy could spiral into a depression under an EU oil embargo, which is now much more likely. A top energy analyst (@Kpler) explained why Moscow won't be able to rely on China and India to fill the gap. 
New for @BusinessInsider 
https://t.co/8QrKjVafEe",2022-04-30 16:53:36+00:00,[]
396,"them! undisciplined artist, designer — tending to a garden of possibility.",,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:53:38+00:00,[]
397,"Poet,punstar and extremely creative with words 
baddo fc 
firecitizen
YBNL  
Manchester United",Lagos Nigeria,0,@SAMKLEF If Wizkid fc reason your matter ehn you'll just enter depression and delete your social accounts 😂,2022-04-30 16:53:39+00:00,[]
398,indie author • #StoryCrafter host • he/him,,24,"Thanks Elongated Muskrat. Now Anti-depressants &amp; SSRIs are going to be stigmatized once again.

There is NO SHAME in asking your doctor if you need help with depression. Ask your doctor, not an egotistical billionaire.",2022-04-30 16:53:41+00:00,[]
399,Niners,"San Francisco, CA",0,@BillyM_91 @VishKumaran How is a proclivity to be depressed not a red flag? Depression is real and can negatively affect all aspects of your life.,2022-04-30 16:53:43+00:00,[]
400,,LA,389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:53:44+00:00,[]
401,รักทั้ง2และจะคอยซัพพอร์ตตลอดไป เป็นทาสคนนึงไปแล้ว อยู่เพื่อเสพโมเม้นน💖🥺 @bbrightvc @winmetawin |คีพคู่|♡︎♡︎♡︎♡︎♡︎♡︎♡︎♡︎♡︎♡︎♡︎♡︎,,4,depression https://t.co/RgRIy3y3fw,2022-04-30 16:53:45+00:00,[]
402,21. seton hall.,999,389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:53:46+00:00,[]
403,i wanna make music,packin a bowl probs,0,@SirChristhe6th LEMME BUY TABS OFF U ASAP MY DEPRESSION IS COMING BACK,2022-04-30 16:53:46+00:00,[]
404,"Cheeky grandma, sister resister,gardener,free spirit and fighter for democracy here and around the world, Democrat until the day I die! 💙🥳🥂",,53,How do YOU fight or stave off depression?,2022-04-30 16:53:51+00:00,[]
405,Afrolatina Lesbian 🏳️‍🌈||🖤🤎 Lupus Warrior💜 Everybody's favorite Sagittarius 🥳||,Michigan📍🏳️‍🌈,0,"Having a partner who has mental health problems (depression,anxiety, ADD,ADHD, bipolar, etc.) is not for the weak. You gotta learn that person and also learn how to take care of yourself. It gets rough and it is hard. But if you love them and yourself. It can and will work💛",2022-04-30 16:53:51+00:00,[]
406,"দিদির সৈনিক
👾ফলো ব্যাক দরকার হলে Message (ম্যাসেজ)   করুন। Pro Trinimool Supporters #Ranask35", কলকাতা,433,"We must speak out against why there have been no #army recruitments in last 3 years. 
An aspirant Pavan of Bhivani, Haryana committed suicide. Many youth are in shock and depression over this issue.
@narendramodi, kindly look into it. https://t.co/qIUjormNFb",2022-04-30 16:53:52+00:00,['army']
407,The sun. The moon. The truth.,In bed.,50,"I wonder how much, if any, of depression is the de-prioritization of community and rise in isolation as a result of city-dwelling and long work hours. https://t.co/ykoPAN22Cj",2022-04-30 16:53:52+00:00,[]
408,,,12,"The leading cause of depression is reality.

MUNAWAR FOR THE WIN",2022-04-30 16:53:54+00:00,[]
409,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness https://t.co/AIJrGrR7rY",2022-04-30 16:53:55+00:00,"['addict', 'addiction', 'AddictionRecovery', 'Anxiety', 'anxious', 'AskForHelp', 'bipolar', 'bipolardisorder', 'bpd', 'breakthestigma', 'counselling', 'Depression', 'endstigma', 'endthestigma', 'faithoverfear', 'familytherapy', 'happiness']"
410,,,0,"@YoBaeCRA @jazzmom98 @elonmusk @pmarca You’re an idiot, never did I say it was for mood. I said if you’re in a bad place and it doesn’t affect you right physiologically, it can leverage your emotions and ramp up agitation anger depression etc.",2022-04-30 16:53:56+00:00,[]
411,ΩΔΦ,"Houston, TX",0,I’ve lost like 20 pounds this semester.. Depression is my new best friend,2022-04-30 16:53:56+00:00,[]
412,Love history 🥾+ hiking. #Resist #FBR #BLM #GunControl 🇺🇸💙🇺🇦#IStandWithUkraine 🦋backup account for @Real_Chatty_Cat 🐈‍⬛🎶⚔️🌻,"San Gabrielino Mountains, CA",4,Thank you guys so much for all my followers and friends...@LouGarza86 @Chislon1234 @ivyjofreeman @Canada1Proud @GabbieRose26 @HeiermanRobert @losttimberwolf @ShyBernie @William15199186 @ReySkywalkerTwo @LiberalWarrior_ @LGBTQIA_Friends @DJ_Bman_ @depression_yrna @Agent35512 😁♥️ https://t.co/glwLKgSDAl,2022-04-30 16:53:59+00:00,[]
413,"DC Sports Fan. Atheist. Liberal. #RollTide.
Black Lives Matter.",,0,"@crimsonpostgrad I have suffered from depression most my life and my wife has suffered from severe depression and CPTSD. Just sharing my opinion since we've struggled and have found traditional medication lacking for us. 

Sorry if that is somehow offensive",2022-04-30 16:54:01+00:00,[]
414,"3 sons - Alex, Josh, Jake",New York,438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:54:05+00:00,[]
415,Just a sober guy. A #1 best-seller author. 16 books on my resume. Fiction Editor @ Wilderness House Lit Review  Looks at life in amusing ways.,"Dedham, Ma",1,Timothy Gager News: There is Some Gratitude to have two poems in Sprin...  plus some stuff about depression #depression https://t.co/F27aFgobBw https://t.co/MEqSzSwuzG,2022-04-30 16:54:05+00:00,['depression']
416,"Legal, Liaisoning & Wealth advisory.
 
High Potential Stressed Asset Monetization and Acquisition.

MAULIK BHARAT, 
Right Initiatives for Social Empowerment","Noida, India",0,@PTI_News @CNN @news11bharat @EconomicTimes @rashtrapatibhvn @IndianExpress @TheQuint @Zee_Hindustan @SirajJournalis @ersandeeptiwari @CimGOI #shantilajain Need action against irresponsible &amp; accountable immediately as due to wrong act of Bank &amp; i am facing illness of depression,2022-04-30 16:54:07+00:00,['shantilajain']
417,"Stop comparing yourself to other people, just choose to be happy and live your own life.",MONEY MIRACLES ARE A MYTH? ➤,1,"@leahmcelrath Geez, I used Wellbutrin to quit smoking. The generic name is Bupropion, and it is an amazing drug for that as well as an anti-depression and seasonal depression. Musk is a fucking idiot. He is the apotome of how access to money amplifies corruption",2022-04-30 16:54:09+00:00,[]
418,"False accusation 
Unanimous not guilty in 20min 
Informing people of the broken system - had to pay £12k in court costs cannot claim back all because of liars",,0,@justman70446122 Was only put down as depression . No paracetamol schizophrenia documented which makes a huge difference,2022-04-30 16:54:10+00:00,[]
419,"poppy dni!!
I'm bi
he/they/she",urmomshouse,0,"My introduction ! 
TW!! S/H AND DEPRESSION MENTION
Hi , I'm kinda new to twitter . 
(not really though)
Call me lovely .
I'm 14 
I give by he/she/they pronouns
and I'm in multiple fandoms , like dsmp , fnaf , minecraft , and heartstopper .",2022-04-30 16:54:13+00:00,[]
420,Oscar's Dad; #depression survivor; #SocialMedia junkie; catch my 🔥80s mix on 91.3 @kbcs every Saturday at 9pm; I'm a #sf49ers fan on #Seahawks turf,"Seattle, WA",0,"@TheFancyBirb I'm so sorry for your experience; wellbutrin took the edge off my depression but it wasn't enough, so I tried several other meds - once Prozac put me in the hospital, I swore off any meds.",2022-04-30 16:54:13+00:00,[]
421,"Perpetually curious, slightly caustic, always sweet, & usually on the ball. Owned by a million doggies! 🦓",dreaming of a beach...🌴,0,@U2486 @DataDrivenMD Do you think that ADHD meds are used to treat depression? Cause that’s your first mistake there.,2022-04-30 16:54:14+00:00,[]
422,"NO DM NO MESSAGE REQUEST. caregiver to Alzheimer’s dementia parent, union. LET ME JUST SAY, THE WORSE JOURNEY TO ALZHEIMER’S IS THE UNKNOWN. DON’T DM Y B blked",Vatican city,0,@future50plus Hard work depression lack of finance ect,2022-04-30 16:54:19+00:00,[]
423,"She/They, personal account, ENG/IDN.",Circuz,0,Trying to be religious whilst suffering from depression is fucking with me,2022-04-30 16:54:21+00:00,[]
424,"25. he/him. writer, nerd, emo. t1d. OCD. latino",writing: All The Angels,0,nobody talks about how depression will make you forget that this honestly is the best feature apple ever added https://t.co/kBp4AnL9WO,2022-04-30 16:54:24+00:00,[]
425,Psychedelic Psychopath and part time voice actor,,3,Australian researchers trialling magic mushroom active ingredient as antidepressant https://t.co/XH9lytvA2Z,2022-04-30 16:54:24+00:00,[]
426,She/Her. I'm like if Merida was your hot goth aunt. https://t.co/5SZw0mjNVh,"Champaign, IL",349,"*sees Wellbutrin, a drug that has helped friends of mine both with Depression and ADHD live better lives, trending*

Oh, this can't be good.

*Click*

... well, it's not the first reason Elon can go fuck himself, but it's on the list.",2022-04-30 16:54:27+00:00,[]
427,"Musician, Filmmaker, Cultural Historian ""All I can do is be me,whoever that is"" Bob Dylan",On my Journey,389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:54:28+00:00,[]
428,"all m*les are p*d0$/
anti-h*tero activist/
febfem/female separatist/
males should either be supressed or go extinct/ marxist/
used to be @/katradf0rd",,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:54:32+00:00,[]
429,Rats love whipped cream,,0,"sending electrical charge through the brain to treat depression: barbaric, doesn’t work

stabbing a thousand little needles into the body to treat depression: beautiful and effective, works every time",2022-04-30 16:54:34+00:00,[]
430,this bot is updated once a year,,0,clinical depression,2022-04-30 16:54:39+00:00,[]
431,Thoughts from the dark side of a married man. It is what it is. I ain't shit. Damaged goods. @cinnabon is my TC,But for the grace of God go I,102,"HR : What's your Educational Qualification!?

Me : 4 years of depression and 2 years of power point presentation.

HR : 

Me : Engineering and MBA .",2022-04-30 16:54:39+00:00,[]
432,baby Jmo 🧡👨🏽‍🍼,Texas,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:54:40+00:00,[]
433,"Second year PhD student Clinical Psych @UMNPsych @radlabumn 
Co-director of @NextGenPsych
@JohnsHopkins alum

All typos and opinions are my own","Minneapolis, MN",1,#SOBP2022 attendees: We are looking for a postdoc to join @radlabumn to help us study brain trajectories associated with risk for depression and suicide in adolescents! If you are interested please stop by my poster tonight S141!,2022-04-30 16:54:42+00:00,['SOBP2022']
434,,,1318,they are clinically proven to cure depression (real) https://t.co/vNGnaP9DMP,2022-04-30 16:54:42+00:00,[]
435,"Developer geek, twitter lurker, and internet junkie.","Toronto, ON",11,"New research shows the thing you’re doing to cope with your depression is the cause of your depression 

https://t.co/Odvawyvc79",2022-04-30 16:54:43+00:00,[]
436,Sassy Ginger 👩🏻‍🦰. OB RN ✌🏻. Amateur Sommelier 🍷. Bipolar Bitch 🧠. Bread Connoisseur 🥖. Dog Mom 🐾. Part Time Wife 💍. Bionic Woman 🦿. Trash TV Fan 📺.,United States,0,"@JenkinsLefroy @NicoleyHair @AshleyGWinter In these cases, they genuinely don’t know. It takes a while to dx BP, and it is often misdiagnosed at first as unipolar depression. It might have always been hiding, but the antidepressants will throw them into a full blown manic episode.",2022-04-30 16:54:45+00:00,[]
437,"I gonna FLY ah ah Ahgase
🌴🐰🐢🍑🌙🐍🐜💚 Lim&Park ☯️ Keep7 & Love all members  ^^ #GOT7 กัซ7กับสติที่หายไป 🤏💚",,2795,"Thoughts on the photo gallery feature? Make sure to download your exclusive in-app photos!

https://t.co/PiC0qiF31e

#JAYB_Mindset #JAYB https://t.co/ExuL85mI9G",2022-04-30 16:54:45+00:00,[]
438,Bright&Win 🤍🐰,Brightwin✨,4,"Truly want to let you know that you are one of the best thing in my mid 25 years old, and you always be. You make me pass depression and worst time of my life

You are the best thing for me

Please take a good rest and stay healthy 

Love from PorPor 

@Winmetawin #winmetawin",2022-04-30 16:54:46+00:00,[]
439,LinkedIn Premium User,Bay Area,1,"On one of the biggest nights of Matt Corral’s career, one where he openly admits to depression_which was very brave_, Ian does this. 

It’s one thing to be a reporter, it’s another to completely deliver cheap shots. 

He should be praised for being open about his depression. https://t.co/Th3JsvoiYJ",2022-04-30 16:54:47+00:00,[]
440,Married grandmother. Lifetime liberal. Retired medical transcriptionist. Slave to 2 cats. No DMs.,"Oregon, USA",0,"@TuffTiffResists @sculptor_scott Apples to oranges.  One is for depression, the other is for ADHD.  He's using small anecdotal reports to call for a drug to be banned. Is this an example of how he'll run Twitter?",2022-04-30 16:54:51+00:00,[]
441,Former Labor-Vet-Immigration Operative now SSA & ERISA Legal Rep. Maker of Award Winning #BBQ Sauces & Rubs. #Hail. Entrepreneur. Find me in a pinball arcade.,Tennessee ,100,"@elonmusk @pmarca In fact, there's little evidence that Wellbutrin or any other antidepressant increases suicide rates in kids or adults.

To the contrary, the diagnosis and treatment of depression in kids has gone down since the black box warning and the suicide rate has *increased*. https://t.co/ZHGKN37uo5",2022-04-30 16:54:56+00:00,[]
442,"I’m looking for some bitches I can hang with, get drunk & get faded ride around & holla gang shit. Tell me is it you?","California, USA",389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:54:57+00:00,[]
443,"SPOILERS
Multishipper . Armin 💖 . INFJ
hablo mucho de lo que me gusta (CW: ocassionally NSFW)
any pronouns, 19 y/o
🐚🕊🧣
pfp @RenRenii_",🇦🇷 ESP/ENG,0,I wish all winter lovers a very undiagnosed depression,2022-04-30 16:54:59+00:00,[]
444,"Psychology, Investments, Football, Hip Hop and other stuff, in no particular order.","London, England",5,"Affordable counselling is available today for #depression #anxiety #stress 
#TherapistsConnect https://t.co/5x7BL7nyYZ",2022-04-30 16:54:59+00:00,"['depression', 'anxiety', 'stress', 'TherapistsConnect']"
445,"Book #5, The Defiant Middle, available wherever books are sold. Writer, writing faculty, UC Berkeley. Very bad at email. she/her. https://t.co/sLfDHNCXzE","Oakland, California",0,"I *also* live in the Bay Area so it has never been hard to find or use psychedelics, and, just trust me here, for most of us they don't work in the same ways SSRIs do and they aren't a long term solution if your depression or anxiety is pervasive or severe. Stay alive.",2022-04-30 16:55:01+00:00,[]
446,,,0,"@clmazin @elonmusk Part of depression is a lack of motivation to do things. Antidepressants help with motivation. People can do things again and improve. An unfortunate by-product is that if someone is suicidal but lacks the motivation to do it, sometimes antidepressants give them that motivation.",2022-04-30 16:55:02+00:00,[]
447,"#RealEstate #Influencer Changing the Narrative. Balance & Subtlety. Humor & Context. We're Prepared For Next Use as #CRE Is Reset, Not Restarted.","Los Angeles, CA",0,"@mikebonin Yes @MikeBoninLA, enforcement in your district is lax in so many ways. We understand that you withdrew from the council race because of self admitted mental depression but @mikebonin why take it out on us who continue to function and don't enjoy a six-figure pension? https://t.co/CVqIx97bN1",2022-04-30 16:55:04+00:00,[]
448,Dementia nurse NLPCN RDASH; Director and supporter of @peggysworldcic and cat lookerafterer. Passionate about Dementia Care and family support.,Yorkshire and The Humber,1,"Struggling with your #mentalhealth? Looking for support?

The #NorthLincolnshire IAPT service provides free psychological therapies to adults experiencing common mental health problems such as depression, anxiety and stress.

Find out more: https://t.co/FMOEKm9XhH. https://t.co/imkNB62hKa",2022-04-30 16:55:05+00:00,"['mentalhealth', 'NorthLincolnshire']"
449,Island gyal |holistic hunni✨🥬🧘🏾‍♀️🏳️‍🌈,Tobago,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:55:06+00:00,[]
450,I'm raf,Republic of the Philippines,0,"Lord, help my mind stay focused on you. 

Help those of us battling depression and discouragement have the courage and strength to take the next step

Help us to be a small light for those feeling overwhelmed by pure darkness 

In Jesus name, Amen.",2022-04-30 16:55:07+00:00,[]
451,Enjoying the passage of time & everything in-between. @ManUtd ❤️,Abuja,50,"I wonder how much, if any, of depression is the de-prioritization of community and rise in isolation as a result of city-dwelling and long work hours. https://t.co/ykoPAN22Cj",2022-04-30 16:55:08+00:00,[]
452,"อยู่สูง ๆ สวย ๆ ตามวิถีของ ""นก""",,4,depression https://t.co/RgRIy3y3fw,2022-04-30 16:55:10+00:00,[]
453,,"East Chicago, IN",3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:55:10+00:00,[]
454,,,246,im like Batman but instead of fighting crime i fight my depression,2022-04-30 16:55:11+00:00,[]
455,,,2795,"Thoughts on the photo gallery feature? Make sure to download your exclusive in-app photos!

https://t.co/PiC0qiF31e

#JAYB_Mindset #JAYB https://t.co/ExuL85mI9G",2022-04-30 16:55:12+00:00,[]
456,PR is a thing I do. I grew up without the internet. Opinions are my own.,Somewhere you’re not,0,"Please know that your depression doesn’t define you. Nor does a thoughtless tweet. You are so much more than that. Never feel bad about taking meds, and understand that what others say is a reflection upon them, not you. (End)",2022-04-30 16:55:14+00:00,[]
457,"Allah is all ❤️

Peace and love ❤️

Respect ❤️",,354,"Allah is greater than your trials, storms, depression, doubts, worries, fears, addictions. He is greater than it all.",2022-04-30 16:55:14+00:00,[]
458,,"Chicago, IL",389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:55:15+00:00,[]
459,"Faculty of fine arts - Decor dept.
Volleyball player #10","Alexandria, Egypt",29,"I'm losing interest in everything I don't
know whether it's depression or I'm just bored but all I know is that I have no energy to anyone or anything.",2022-04-30 16:55:15+00:00,[]
460,We need more Clarence Avants.,Southern California ,389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:55:18+00:00,[]
461,Tryin my best to learn,India,18,"6. Read more books

Books will help you boost many aspects of your life. 

Books will help: 

• Enhance sleep 
• Improve your memory 
• Improve general knowledge 
• Reduce anxiety &amp; depression 

Don't underestimate the power of reading books.",2022-04-30 16:55:18+00:00,[]
